datetime,author_title,review_text,review_rating,File Name,Bank Name
05/02/2023 15:10:10,Heather,Chelsea and Veronica are absolutely amazing! Chelsea has been so knowledgeable and helpful to me. Veronica has excellent customer service skills and is so welcoming every time I come in. All the tellers are great too.,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
04/17/2023 21:35:35,Ariana Scianna,"Every interaction with Veronica, and all of the staff at this branch, has been pleasant and thorough. Veronica has worked with me and my husband to establish secure accounts. She has been informative about services offered at this bank, and I am confident in my investments at FCB!",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
06/12/2023 12:20:25,Laura Maresca,The staff at FCB on Madison Ave is amazing. They are Friendly and extremely helpful.  They walked me through a recent transaction and were more than patient.  My husband and I have banked here for years and would recommend the staff and the bank to anyone.,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
07/17/2023 18:04:02,David Gavi,"Veronica has assured me with opening multiple business accounts, and with more!

I appreciate the community focus, helping team, and professionalism that everyone holds.

Looking forward to staying with this team for the long run!",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
02/22/2023 19:46:51,Anca Ghelmegeanu,"We have been a customer since 2013. Our company has multiple business accounts and we also have several personal accounts. We actually switched our accounts to Fairfield County Bank, because we had received such great service from the Bridgeport branch manager Mrs. Odette Batista at our previous bank. We just had to follow her when to Fairfield County Bank and we couldn't be more pleased with the service we have always received from her. Each and every person, I have had the pleasure to work with at the Bridgeport branch and especially Veronica Foncello has been very courteous, knowledgeable, friendly and helpful. Such service is very hard to find in the banking industry, where most of us feel like a number. It is very comforting to know that your bank knows you by name and takes an active interest to ensure the success of your business. I have been many times at the branch and it always feels warm and inviting. All our banking needs are processed expeditiously and we highly recommend the Bridgeport branch.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
12/29/2023 21:58:53,Tyler Singewald,Absolutely the best customer service. I look forward to see Veronica.  Bridgeport is the best.,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
10/27/2021 13:39:38,Wesam Zaytoun,"I have been a customer with the Bridgeport Branch for many years. I cannot say enough about the team there! They are unbelievable - a spectacular bunch of people. Odette always goes above and beyond to help me with my banking needs. As for the tellers, Janina, Ana and Veronica are always helpful even though this branch is so busy :)",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
07/09/2021 15:23:25,Alessandra Talloni,"Veronica Foncello has helped me on many occasions. She makes coming in to the bank a pleasant experience. Everyone here is very friendly and they treat you like family. This is the best bank I have ever been to and I could not image banking without them. The staff is eager to help their customers especially going up and beyond, I cannot say enough nice things about this bank and the wonderful workers.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
03/30/2022 01:31:14,Ami Dantwala,I cannot say enough great things about everyone I have dealt with at Fairfield County Bank!  .Everyone here is very friendly and they treat you like family .Veronica Foncello has helped me on many occasions. She makes coming in to the bank a pleasant experience. She is a pure gem.,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
02/05/2021 23:58:46,Alexis Maresca,"Fairfield County bank is so wonderful!! They are the best! All the staff are extremely helpful, friendly, and honest. Odette Batista, the Bridgeport Branch manager, is the absolute best. She is incredibly knowledgable, and provides the best customer service. She truly cares about her clients, and works hard to ensure we are happy and content. She is very accommodating and so supportive. Everyone at Fairfield County bank has always been so nice, and really knows their stuff!!",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
02/02/2021 01:54:03,Barbara Esposito,"Best Bankers Ever!  I have been working with this branch (Madison Avenue) for over 11 years.  Customer Service is outstanding.  I love that they know who I am, greet me by name, and every single teller makes me feel like my business matters.  Even during the pandemic Odette kept the bank running like a well oiled machine, and Veronica ensured my wire transfers went through.  It is so refreshing in this day and age to have consistently outstanding customer service.  I have on occasion had to visit different branches and I mean it when I say they are all good but none can hold a candle to the wonderful people at Madison Ave.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
06/09/2022 00:38:32,gmk j,Everyone here is super friendly and Veronica has taken great care of me for over 10 years now. If anything comes up she doesn't hesitate to call me. I'd much rather bank with a small and personal company than a nationwide branch where you are just a number.,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
01/30/2021 18:15:10,Richie Dai,"I have been a customer at the Madison Avenue branch in Bridgeport for many years. The customer service, from the time I first walked through their doors, up until today, has been exceptional! The staff is always friendly, positive and especially proactive with new information pertaining to a better banking experience or avoiding potential transaction issues. Staff members Paula, Veronica,  Anna, Janna and Evette go above and beyond, to make sure myself and other customers feel welcome, and leave satisfied and happy. This is no longer just another place I do business; I now consider the staff my banking family. I wish them all the greatest success in 2021 and the years to come!

Your Faithful Customer,
D. Frances",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
03/15/2024 23:33:50,Sherry Condaris,Great people that work there. Patricia and Maria are the best,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
03/28/2022 18:25:30,William Berkowitz,I was having difficulty accessing my account on line. I drove to the Bridgeport branch and Veronica and her assistant immediately diagnosed the problem and then solved it for me. It was a very pleasant experience. There's an advantage to dealing with a smaller local branch where everyone is concerned about keeping the customer happy.,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
10/28/2022 20:34:59,BIG LEX,Paola Janina Danish Veronica Chelsea Theresa n the rest of the staff in Madison ave branch are the definition of professionalism and Family oriented team . The way they help you and explain to you the ways of banking is tremendously comforting and brings you to the next level of banking where not just yourself but your family benefits from them . The passion to help is none unmatchable anywhere else,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
03/26/2021 13:51:20,Richard Lovanio,"Fairfield county bank Bridgeport branch are the best.  Odette goes above and beyond to help me. They treat me like I am part of their family. I love all the girls as well. Paola,Ana, Veronica and Janina. I am not going anywhere. Best bank in Bridgeport!",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
02/03/2021 16:37:04,Frank Byrne,"I switched to Fairfield County Bank over 12 years ago and never looked back.  Over those 12 years there have been many highs and lows in my custom cabinet business and I can say with all honesty that Odette, Veronica, and Yvette, as well as every single employee at the Madison Avenue branch have made my business banking seamless.  Their knowledge of the banking industry (including international) is outstanding.  Only with their help was I able to secure both PPP loans and keep my business running (and 10 employees paid) through the height of the pandemic.  They are like family...I know I can count on them through good times and bad.  So grateful for this group of hard-working, dedicated folks.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
03/30/2021 19:24:19,Catherine Dupar Skelly,"The Bridgeport Branch and staff are wonderful! They are friendly, helpful, professional and prompt with their customer service. A special thanks to Odette Batista, the Branch Manager who goes out of her way to accommodate customer requests and is such a pleasure to work with. You all couldn't do any better, you're THAT GOOD!!!!!",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
02/09/2021 19:16:49,Viking Construction,"Great customer service that you can bank on! Viking Construction has banked with Fairfield County Bank for years – they are both receptive and responsive. When we bank in person, we head to our neighborhood Bridgeport branch where Veronica and her team make us feel welcome and valued. They always take care of us!",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
10/27/2021 13:29:09,elin cohen,"Odette Batista at Fairfield County Bank always goes above and beyond to help with all of my small business banking needs. She helped us through every question we had about loans, covid relief, and any other banking questions. Odette is always available when I have needed her. I am always appreciative  for her generous help and advice. This is a true local, caring banking experience.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
04/29/2021 15:58:05,Tim Holder,"This branch is my favorite one to visit as the team there are so friendly and courteous.  Veronica, the Service Operations Manager, is so helpful and always remembers my name, even though I'm only there a few time per year.
I'm grateful to have such a warm and welcoming group of people ready to greet me whenever I visit.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
11/05/2020 15:48:18,jess Mauro,Fairfield county bank in Bridgeport is by far the best bank I have ever dealt with. They are so helpful with whatever I may need and always go that extra mile to make sure I am happy and answer all my questions! The branch manager and assistant manager are amazing!!!! Very professional and courteous at all times as well as all the tellers. Wouldn’t bank anywhere else!,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
10/27/2022 22:36:21,Nisar Nomani,"One of the best banking service i have received.
I was with Chase for 20+ years before than i switched to Fairfield county bank. one of the  Best personalized banking service i have ever received.
All staff members are amazing Ana, Paola, Janina, Veronica, Odette.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
02/02/2021 18:28:45,Scott Hugo,"Veronica, Odette, Paola, Ana and Janina are great.  I rely on them for all my business banking needs.  They are always available to help! FCBC does all the little things Big Banks have long forgotten - personalized customer service!",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
02/26/2021 19:51:25,JahMakings Cuisine,"So, in the previous weeks I have been experiencing issues regarding my invoices and balances.  This then resulted in me contacting the bank frequently.  With that being said, the staff there has been extremely helpful and patient with all my silly questions/concerns once I realized what my issues were. I will like to say much appreciation to some of the staff members that has assisted me on this matter. The names are: Anna, Paola, Janina, Veronica and Odette. Thank you!",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
02/02/2021 22:07:52,Robert Silk,"I am a customer of the bank and have been for over 10 years, I have been very happy with the service I have received both as a small businessman and regular depositor, The following people Veronica. Paola. Ana. and Janina have always treated me professionally and respectfully, I would highly recommend this Bridgeport branch of Fairfield County Bank,",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
11/09/2021 13:29:59,Lucille Wilson,"Fairfield County Bank on Madison Ave, Bridgeport, CT has a phenomenal team of employees. Veronica I truly appreciate you! Thank you for your professionalism. I've been a customer since the age of sixteen now in my fifties.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
02/12/2021 19:07:51,Daniel Pizarro,"The staff in this location is what really has me as a customer. This location has a set of people, they are wonderful and always working hard. They are committed to provide great service to all.  They are transparent and communicate always with me and if issues do arise they act quickly to painlessly resolve it. Hats off to Paola, Ana, Veronica, Odette and Janina.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
02/25/2022 16:57:39,Michelle Costa,"Odette and the team here at Fairfield county bank have been a pleasure to work with. Odette is always super professional, kind and considerate every time any banking needs are met! This is a great bank to be apart of.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
05/08/2021 01:22:43,Ronny Solano,Veronica and team at the Bridgeport branch are all incredible people. Walking in each and every time feels like you're stopping by a friends house. And the service and help with all my banking needs is always flawless and fantastic!,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
08/19/2020 01:05:04,Melissa Rua,I’ve been a customer of Fairfield County Bank for many years. Everyone at the Bridgeport location is great. Yvette and Odette are always so helpful and very responsive. They truly give the personal attention that the bigger banks lack. I’m very happy with Fairfield County Bank.,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
03/25/2021 16:26:47,Hitesh Awadaria,"Best bank ever , I am going Bridgeport branch from long time . Excellent customer service. Very helpful staff . All staff members ( Paola, Ana, Veronica, Odette and Janina) are best and always helpful.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
11/08/2021 18:57:30,ED GAVIN,"The best bank and the kindest staff, Bar None. Odette, Veronica and the entire team are outstanding. I recommend Fairfield County Bank without reservation. Attorney Edward J. Gavin",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
10/25/2021 15:17:46,Don Genio,"We would like to thank Odette Batista for her help with an international business transaction.  Without her assistance, expertise and dedication, this transaction would not have been completed. Fairfield Count bank is very fortunate to have Odette on their team.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
05/02/2023 13:07:06,Patricia Costa,"Great bank! Enjoy all of the lovely ladies who have helped me throughout the years! Thank you Ana, Paola, Jania, Veronica & Odette!! Look forward to future business with your branch!",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
04/11/2022 14:59:33,Michael Wright,Veronica is the best! She’s taken great care of me for years at FCB. It’s always wonderful to see her smiling face. Outstanding customer service. Thanks!,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
02/10/2021 21:48:25,Guicela Cano,"Hello this is Sidia Cano I have been a client of your bank for many years and I got the the Maddison avenue branch. The employees have treated me very great they are educated, nice, mature, and make you feel loved. I want to give my thanks to some of the most greatest people I have meet while going there, Paola, Ana, Veronica, Odethe, and Janina! Thank you and god bless you all👍",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
01/30/2021 01:02:01,Dj Livewire,"To whom this may concern,

Fairfield County Bank is my go-to and always will be my favorite financial institute. Whenever I’m at another bank doing business and I always show two forms of ID (My Connecticut Drivers License and My Fairfield County Bank Card) they always ask me if I would like to open an account and my response every time is NO THANK YOU, I’m a member of Fairfield County Bank and they treat me like family. ODETTE BATISTA (Bridgeport Madison Ave) has always been so helpful and always guides me in the right direction when it comes to finances and banking. I will always and only recommend this particular branch when it comes to banking. I LOVE MY FAIRFIELD COUNTY BANK.

Faithfully Yours,
William K. Cotter",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
10/26/2021 18:49:47,Pat Warner,"Odette and Veronica are fabulous.  Always extremely helpful, efficient and quick with materials I need.  Staff in this office are always cheerful and friendly too.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
06/08/2021 01:05:34,christopher grace,"Every time i go there the girls are warm and inviting, a quip here a quip there always takes the edge off, and Ana is always one to put a smile on my face especially if my day isn't going so well (thank you Ana).  Great atmosphere, and to Ana and the girls ... keep up the good work!  Chris.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
11/26/2021 22:15:30,pico ndao,"Great branch, I love FCB. Great branch and always helpful. It's a different experience having a local bank/branch like this and they always make sure that i have an absolute positive experience. The experience is always top-notch!
Glad that I started banking with FCB!",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
04/06/2022 18:33:14,Kim-Marie Mullin,"The Bridgeport branch goes above and beyond when it comes to service! Thank you to all of the wonderful employees, with a special shout-out to Veronica and Odette! If I could give you more stars, I would! 💫🌟💫",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
06/08/2022 17:31:23,Deonna Corigliano,Veronica was a great! She helped me out with a PPP loan and she was always available to help me when I had any questions.,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
08/26/2020 21:11:32,Joseph Estephan,Love fcb. Yvette makes you feel right at home and her door is always open. They make Banking so easy whatever the needs are. I closed my accounts at bank of america and opened up at fcb. I could say fcb is like a highly rated restaurant with great food. And value. While banks like bank of america is similar to mcdonalds ya you get food but you regret it by the time your done eating.,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
08/27/2022 13:32:57,Telondia Jones,Very excellent customer service by the bankers and managers. I was helped mainly by Veronica with all my account needs and appreciated the service.,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
03/04/2021 14:04:37,Sony Thelusca,"Fairfield County Bank - All I can say is STAFF STAFF STAFF!

From the bank tellers like Ana, Paola, Veronica, Janina, and Bianca all the way up to the branch manager Odette. Oh and let's not forget Yvette Benedetto! You want banking done right! Come down to Fairfield County Bank! This will be my bank of choice for generations to come!

Thank you Fairfield County Bank!",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
05/24/2023 14:29:32,Joseph Owen,I always have great service at this bank. Veronica is the best. Very knowledgeable and friendly. Love the Bridgeport branch!,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
02/25/2021 17:39:56,Hank Benson,"Branch Manager Odette Batista  helped me with a lost credit card, closing the account and getting a new card to me overnight. This is just the most recent example of her invaluable assistance since I became her customer.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
02/03/2021 16:20:26,Byrne Woodworking,"Can't say enough about this bank!! The employees are so helpful and have gone above and beyond to accommodate my business and personal banking needs. If your looking for a new bank reach out it Odette , she will make the transition painless!!",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
08/19/2020 11:41:46,R Z,"I highly recommend Fairfield County Bank.  Owens, Schine & Nicola has used them now for 12 years.  The relationship we have built is more like a family.  We have connections in the Fairfield, Bridgeport and Westport facilities.  If you are looking for a new bank - I strongly recommend you looking into Fairfield County Bank!",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
11/03/2021 13:45:42,Kim Gintoli,"The people that work and run this branch on Madison Avenue in Bridgeport are sincere, kind, friendly and are always out for your best interest!  They know your name! I’ve been banking there for over 15 years and have nothing negative to say about this branch!!",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
01/19/2024 20:35:04,Guido Picarazzi,Veronica is always extremely helpful.,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
05/24/2023 15:32:09,Wendy Musarella,Always so friendly & great customer service here at this branch. You’ll feel like family!,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
04/14/2021 16:42:16,Andreas Senie,Odette has always gone above and beyond when it comes to my banking needs. I highly recommend both Fairfield County Bank and if your in the greater Fairfield area Odette specifically for your business banking needs.,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
10/01/2020 17:28:09,Rute Santos,"I love the Fairfield county bank, bridgeport branch. They are efficient, fast and personalize their customer service. I have nothing to complain about them. They even have someone who speaks Portuguese, Odete which is a plus.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
08/20/2020 01:03:43,Sharon Curtis,"I have been doing my banking for about 25 years with Fairfield County Bank in Bridgeport,Ct.  Evette and Odette have been a pleasure, they have been very thoughtful and helpful through the years.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
05/11/2022 13:52:59,Filipe Moura,"Odette and Verónica made me feel special with their attention, follow up and overall great service. -Highly recommend!",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
05/11/2021 17:21:56,Nancy Rendon,"Love this Bank in Bridgeport, I have been with them for over 15 years,they are all very nice,Paola is like one of my best friends,Veronica is so cheerful and helpful.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
11/14/2022 16:19:49,Dawn Scinto,I've known Veronica for years . Extremely helpful and sweet. U guys are extremely lucky to have her.,5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
02/05/2021 21:24:44,Brian De Jesus,"The Bridgeport branch is always very helpful and smiling every time I come in. Odette, Veronica, Ana, Paola and Janina are very professional and always make sure you are helped in a timely fashion.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
09/25/2018 17:28:08,BUBSR Mort,"I never complain online but felt it only necessary to do this today.Please keep in mind that I have been with FFD County Bank since the late 90’s and have my paycheck directly deposited to a account with them. I went  to the Bridgeport branch to get some temporary  checks made. I’m out of checks. I only write approximately 20 some odd checks a year from this account and really don’t want to order 100 or so checks.I asked them to print me some checks while parked at the drive up window. I was asked to please come inside. This I did. First County bank will do this whenever I need it at the window, never a problem and totally uneventful at any branch. Not with the Bridgeport Ffc bank. Their business came to a complete stop with my asking for some checks.
There were no customers whatsoever in the bank other than myself.The tone set here was like dealing with a bureaucracy who only wants to tell you NO simply because they can say NO. Not unlike a DMV joke. After three tellers and or managers or whatever they were teaming up against me behind their bulletproof window to equally support their position of telling me NO and that I have to order checks In order to get this otherwise act of goodwill. After my complaing and rejecting their request, they finally gave in and printed up THREE  free checks.This took all of 20 seconds to print the checks. It SEEMED to be a very very difficult task for them. I would suggest they charge me per check, that would be fair. Not here, it became an act of Congress and a very unpleasant experience for something so simple. It’s was very petty and wrong.
Customer service should be happy and nice and accommodating. Please print the checks with the suggestion of ordering more checks. It only took 20 seconds to print the checks, I can’t stress that enough, twenty seconds. And this was only  once someone decided to stop resisting taking care of a customer. It did take them three people to tell me no and fill out the free check ledger that I had to sign.
I am in customer service and have learned that telling my customers no or trying to teach them a lesson simply does not work, it does not get me more customers. It is a must that I go out of my way to accommodate my client in order to keep their business.
I will say that in the past whenever working with the  Norwalk office on new Canaan Avenue, they have always been great and very accommodating and appreciative of my business. Or so it seems to me. Gail Who is in Norwalk is always very understanding and has gone the extra steps several times in the recent past for me when in fact she did not have to.I did not have to beg her or persuade her she simply took care of me. I appreciate her very much and don’t know why the Bridgeport branch would be run any differently.",1,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
01/29/2021 18:08:10,Evelin Obregon,"Very  personal service. Tellers are friendly and quick. Paola and Veronica
Always smiling. Overall is a great office.",5,Fairfield County Bank_ChIJN71NwvQO6IkRPGdXa3ogiQo.csv,Ion Bank
